CODE_UIC;LIBELLE_GARE;FRET;VOYAGEURS;CODE_LIGNE;RANG;PK;COMMUNE;DEPARTEMENT;IDRESEAU;IDGAIA;X (lambert93);Y (lambert93);X (WGS84);Y (WGS84);coordonnees_geographiques
87316315;Curchy-Dreslincourt;N;N;261000;1;43+090;Curchy;Somme;30000003907;e17fd6ec-19bf-11e5-a6ff-01fc64e0362d;690252.7317999974;6964784.997499999;2.864752945747809;49.78190041542583;49.7819004154, 2.86475294575
87316380;Faverolles;N;N;259000;2;104+574;Faverolles;Somme;30000004130;e53d3bfc-6667-11e3-a7ff-01f464e0362d;672553.000699997;6950420.609299999;2.6201238660036132;49.652315625555026;49.6523156255, 2.620123866
87316737;Gouy-Cahon;N;N;323000;1;182+396;Cahon;Somme;30000008635;e53f4540-6667-11e3-a7ff-01f464e0362d;610039.2863999978;7004859.718899999;1.7430134144525753;50.13551570390597;50.1355157039, 1.74301341445
87316828;La Bosse;N;N;332000;1;18+288;Labosse;Oise;30000080988;e55215be-6667-11e3-a7ff-01f464e0362d;;;;;
87191692;Homécourt;N;O;85000;1;329+502;Homécourt;Meurthe-et-Moselle;30000004460;29e8044a-dfbc-11e3-a2ff-01a464e0362d;918385.8425000012;6906201.307700001;5.997872241481719;49.21819984213956;49.2181998421, 5.99787224148
87191635;Sierck-les-Bains;O;O;178000;1;18+056;Sierck-les-Bains;Moselle;30000006854;e159ce08-19bf-11e5-a6ff-01fc64e0362d;942967.813000001;6932330.599800002;6.350145410078853;49.444008140882424;49.4440081409, 6.35014541008
87191346;Kédange;N;O;177000;1;16+656;Kédange-sur-Canner;Moselle;30000004548;29b8bede-dfbc-11e3-a2ff-01a464e0362d;942326.8315000013;6916903.298500001;6.332346091249345;49.3057057545391;49.3057057545, 6.33234609125
87187930;Bâle-St-Jean;N;N;115000;1;137+811;St-Louis;Haut-Rhin;30000085099;d985dc3e-6667-11e3-89ff-01f464e0362d;1043181.2035000026;6729605.435899999;7.567696923224929;47.577467163286244;47.5774671633, 7.56769692322
87191619;Koenigsmacker;N;O;178000;1;8+932;Koenigsmacker;Moselle;30000004554;e0146efa-19bf-11e5-82ff-01fc64e0362d;937629.6394999996;6926822.564100001;6.2734790208959135;49.396556194681395;49.3965561947, 6.2734790209
87191379;Ébersviller;N;O;177000;1;25+603;Ébersviller;Moselle;30000004021;d9905de0-6667-11e3-89ff-01f464e0362d;948216.507100001;6913709.295699999;6.411341740804892;49.27475951002998;49.27475951, 6.4113417408
87191007;Thionville;O;O;180000;2;188+004;Thionville;Moselle;30000006974;29b8afbc-dfbc-11e3-a2ff-01a464e0362d;930299.7663000003;6921754.338799998;6.169815044691961;49.35372508468278;49.3537250847, 6.16981504469
87191130;Uckange;O;O;180000;2;181+881;Uckange;Moselle;30000007052;c02afaa4-f312-11e3-90ff-015864e0362d;929533.9403000027;6916125.244399998;6.156190363131994;49.30344104441216;49.3034410444, 6.15619036313
87191387;Anzeling;N;O;177000;1;29+620;Anzeling;Moselle;30000002908;29bac0c8-dfbc-11e3-a2ff-01a464e0362d;951784.7973000035;6912490.342;6.459586407658986;49.2624167581957;49.2624167582, 6.45958640766
87191510;Vigy;N;N;174000;1;15+258;Vigy;Moselle;30000080837;e54d4c7e-6667-11e3-a7ff-01f464e0362d;;;;;
87581058;La Souys;N;N;637000;1;4+554;Floirac;Gironde;30000004767;e54543c2-6667-11e3-a7ff-01f464e0362d;421153.13340000063;6420824.747200001;-0.5291938955294634;44.83049300625178;44.8304930062, -0.529193895529
87581140;Bellefond;N;N;637000;1;41+562;Bellefond;Gironde;30000081287;e54a2590-6667-11e3-a7ff-01f464e0362d;;;;;
87581074;Latresne;N;N;637000;1;10+370;Latresne;Gironde;30000004881;e53f2278-6667-11e3-a7ff-01f464e0362d;;;;;
87594861;St-Pardoux-le-Vieux;N;N;712000;1;461+718;St-Pardoux-le-Vieux;Corrèze;30000072558;d9d80f34-6667-11e3-89ff-01f464e0362d;643547.3928999975;6500181.683899999;2.275840694751622;45.59882310322427;45.5988231032, 2.27584069475
87595751;Le Buisson;N;O;631000;1;557+386;Le Buisson-de-Cadouin;Dordogne;30000004914;2926d8f0-dfbc-11e3-a2ff-01a464e0362d;534742.3752999976;6418620.106899999;0.9082709322736133;44.84704908765859;44.8470490876, 0.908270932274
87747402;Grenoble-Université-Gières;O;O;909000;1;6+852;Gières;Isère;30000004365;d9e30f34-6667-11e3-89ff-01f464e0362d;918658.246299997;6457817.8396000005;5.784641753561916;45.184967707601984;45.1849677076, 5.78464175356
87747402;Grenoble-Université-Gières;O;O;909903;1;141+998;St-Martin-d'Hères;Isère;30000004365;d9e30f34-6667-11e3-89ff-01f464e0362d;918658.246299997;6457817.8396000005;5.784641753561916;45.184967707601984;45.1849677076, 5.78464175356
87747584;St-Martin-de-la-Cluze;N;N;905000;1;163+670;St-Martin-de-la-Cluze;Isère;30000006582;29b68194-dfbc-11e3-a2ff-01a464e0362d;908769.0084000006;6435928.241300002;5.649448060833058;44.991054672731956;44.9910546727, 5.64944806083
87747634;Percy;N;N;905000;1;192+441;Percy;Isère;30000004982;29808d2c-dfbc-11e3-a2ff-01a464e0362d;908187.193400003;6414274.8464;5.632910408337361;44.796383438247275;44.7963834382, 5.63291040834
87748905;Genève-Voyageurs;N;N;890000;2;60+215;Genève-Eaux-Vives;Étranger;30000135882;e554123a-6667-11e3-a7ff-01f464e0362d;942209.0322000012;6572807.462400001;6.1425182584855795;46.21173453806879;46.2117345381, 6.14251825849
87751008;Marseille-St-Charles;O;O;938000;1;0+000;;;30000005397;e1610fbe-19bf-11e5-a6ff-01fc64e0362d;;;;;
87751008;Marseille-St-Charles;O;O;830000;1;862+050;Marseille-01;Bouches-du-Rhône;30000005397;e1610fbe-19bf-11e5-a6ff-01fc64e0362d;893263.7656999975;6247815.931899998;5.380843379830792;43.3032831626636;43.3032831626, 5.38084337983
87751230;Château-Arnoux-St-Auban;O;O;905000;1;306+940;Château-Arnoux-St-Auban;Alpes-de-Haute-Provence;30000006376;29daf81c-dfbc-11e3-a2ff-01a464e0362d;940094.0782999992;6333671.9091;5.99738902632121;44.06103192413043;44.0610319241, 5.99738902632
87751230;Château-Arnoux-St-Auban;O;O;920000;1;306+940;Château-Arnoux-St-Auban;Alpes-de-Haute-Provence;30000006376;29daf81c-dfbc-11e3-a2ff-01a464e0362d;940114.7518000007;6333725.0011;5.9976720215353225;44.06150235786747;44.0615023578, 5.99767202154
87751289;Villeneuve;N;N;905000;1;330+026;Villeneuve;Alpes-de-Haute-Provence;30000081563;e541d686-6667-11e3-a7ff-01f464e0362d;930877.3060000017;6313810.8697;5.87340985920223;43.885493530414564;43.8854935304, 5.8734098592
87751321;Manosque-Gréoux-les-Bains;N;O;905000;1;339+907;Manosque;Alpes-de-Haute-Provence;30000005340;c0934d04-f312-11e3-90ff-015864e0362d;924666.5603;6306610.138300002;5.793010163891369;43.822739899302086;43.8227398993, 5.79301016389
87751388;Venelles;N;N;905000;2;393+854;Venelles;Bouches-du-Rhône;30000009403;d9a23286-6667-11e3-89ff-01f464e0362d;899827.7827999964;6279415.7687;5.473846673497314;43.58562600710154;43.5856260071, 5.4738466735
87751420;Gardanne;O;O;947000;1;78+760;;;30000004268;e16b0d94-19bf-11e5-a6ff-01fc64e0362d;899670.7259000018;6265477.767200001;5.466515452194518;43.46032924940364;43.4603292494, 5.46651545219
87751487;Champtercier;N;N;920000;1;324+926;Digne-les-Bains;Alpes-de-Haute-Provence;30000009408;e551b2b6-6667-11e3-a7ff-01f464e0362d;954598.0776999965;6335530.257199999;6.1792038298577525;44.07264050882098;44.0726405088, 6.17920382986
87751552;Peynier-Rousset;N;N;947000;1;64+247;Peynier;Bouches-du-Rhône;30000005985;d9cc2c5e-6667-11e3-89ff-01f464e0362d;912673.5524000004;6266247.434999999;5.62733960074842;43.463477532716155;43.4634775327, 5.62733960075
87751685;Le Canet;N;N;830000;1;857+976;Marseille-14;Bouches-du-Rhône;30000004918;d96c6194-6667-11e3-89ff-01f464e0362d;893379.877700001;6251197.9114000015;5.383530155472541;43.3336613916848;43.3336613917, 5.38353015547
87751743;La Penne-sur-Huveaune;N;O;930000;1;12+448;La Penne-sur-Huveaune;Bouches-du-Rhône;30000004724;d9aade98-6667-11e3-89ff-01f464e0362d;904260.703900002;6246100.1173;5.515553840898035;43.284789141416624;43.2847891414, 5.5155538409
87751800;Septèmes;N;O;905000;2;430+228;Septèmes-les-Vallons;Bouches-du-Rhône;30000006822;d9811bbc-6667-11e3-89ff-01f464e0362d;892054.4263999984;6258886.408;5.370046478791312;43.4031556576517;43.4031556576, 5.37004647879
87752006;Marseille-Maritime-Voies-des-Quais;N;N;939516;1;1+375;Marseille-02;Bouches-du-Rhône;30000081566;e5441298-6667-11e3-a7ff-01f464e0362d;;;;;
87752717;Marseille-Maritime-Canet;O;N;940100;1;1+439;Marseille-15;Bouches-du-Rhône;30000005393;e55303f6-6667-11e3-a7ff-01f464e0362d;892218.1059999987;6250653.975400001;5.369018114640686;43.32908489098947;43.329084891, 5.36901811464
87752808;Marseille-Maritime-Arenc;O;N;939000;1;857+494;;;30000005391;e552e204-6667-11e3-a7ff-01f464e0362d;891774.3919999972;6249765.554499999;5.363225167689772;43.321215979523274;43.3212159795, 5.36322516769
87752808;Marseille-Maritime-Arenc;O;N;940100;1;0+000;;;30000005391;e552e204-6667-11e3-a7ff-01f464e0362d;891427.6476000026;6250345.4091;5.359168223797721;43.32652318032041;43.3265231803, 5.3591682238
87753004;Miramas;O;O;935000;1;809+266;;;30000005521;293ba310-dfbc-11e3-a2ff-01a464e0362d;861545.0467000008;6277808.4109000005;4.999633306223617;43.58092533768178;43.5809253377, 4.99963330622
87753228;Berre;O;N;830000;1;828+609;Berre-l'Étang;Bouches-du-Rhône;30000003191;d9d3d3b0-6667-11e3-89ff-01f464e0362d;876285.6208000034;6269304.426100001;5.179101685791576;43.50093056891871;43.5009305689, 5.17910168579
87753434;Fos-Coussoul;O;N;935901;1;4+564;Fos-sur-Mer;Bouches-du-Rhône;30000004202;e545aa0e-6667-11e3-a7ff-01f464e0362d;854174.4082999974;6265799.432100002;4.904849298453765;43.47455074855669;43.4745507485, 4.90484929845
87753442;Fos-sur-Mer;N;O;935000;1;831+630;Port-de-Bouc;Bouches-du-Rhône;30000004204;d9b06eaa-6667-11e3-89ff-01f464e0362d;859957.8399000019;6260775.7162999995;4.974723323859059;43.42808949860721;43.4280894986, 4.97472332386
87753483;Fos-Mole-Central;O;N;935902;1;17+920;;;30000081570;e5479d4c-6667-11e3-a7ff-01f464e0362d;851522.7859999985;6258613.778099999;4.86999835033828;43.41049270838802;43.4104927084, 4.86999835034
87753558;Sausset-les-Pins;N;O;935000;1;851+170;Sausset-les-Pins;Bouches-du-Rhône;30000006779;29d64a98-dfbc-11e3-a2ff-01a464e0362d;871201.3492000028;6250491.136500001;5.110071485855709;43.332982152777;43.3329821528, 5.11007148586
87753566;Carry-le-Rouet;N;O;935000;1;854+752;Carry-le-Rouet;Bouches-du-Rhône;30000003497;297dad12-dfbc-11e3-a2ff-01a464e0362d;874722.3836999983;6250997.854800001;5.153617535032011;43.33668381971023;43.3366838197, 5.15361753503
87753582;Niolon;N;O;935000;1;863+894;Le Rove;Bouches-du-Rhône;30000005796;e13b3754-19bf-11e5-a6ff-01fc64e0362d;883097.0835999995;6251613.4461;5.257005477918977;43.34011565878121;43.3401156588, 5.25700547792
87753590;Le Rove;N;N;935000;1;866+300;Le Rove;Bouches-du-Rhône;30000081572;e54791e0-6667-11e3-a7ff-01f464e0362d;884929.0244999975;6253098.409400001;5.280103425838238;43.352995452088564;43.3529954521, 5.28010342584
87753608;Trinquetaille;N;N;820000;1;1+588;Arles;Bouches-du-Rhône;30000009421;d9d07c88-6667-11e3-89ff-01f464e0362d;830977.519100003;6288531.3169;4.624111589761909;43.683693727302156;43.6836937273, 4.62411158976
87753731;Lamanon;N;O;925000;1;48+964;Lamanon;Bouches-du-Rhône;30000009423;c09e56b0-f312-11e3-90ff-015864e0362d;868611.2415999994;6291226.546500001;5.091458171829456;43.699972796526396;43.6999727965, 5.09145817183
87755371;Carnoules;N;O;930000;1;101+475;Carnoules;Var;30000003493;c0af0598-f312-11e3-90ff-015864e0362d;958672.433600001;6249475.943500001;6.186682773542319;43.29746760361852;43.2974676036, 6.18668277354
87755389;Pignans;N;O;930000;1;104+678;Pignans;Var;30000006002;d989fcb2-6667-11e3-89ff-01f464e0362d;961767.4949000031;6249711.355900001;6.2248882398707135;43.298453499674146;43.2984534997, 6.22488823987
87755421;Vidauban;N;O;930000;1;129+887;Vidauban;Var;30000007198;d9cf645c-6667-11e3-89ff-01f464e0362d;978033.8055000007;6265275.008099999;6.433371018012588;43.432173803299214;43.4321738033, 6.43337101801
87755447;Les Arcs-Draguignan;O;O;930000;1;135+538;Les Arcs;Var;30000005042;c09498b4-f312-11e3-90ff-015864e0362d;981898.2116999999;6268052.134500001;6.482541727033355;43.45561262532446;43.4556126253, 6.48254172703
87755488;Roquebrune-sur-Argens;N;N;930000;1;149+348;Roquebrune-sur-Argens;Var;30000006295;d94e1184-6667-11e3-89ff-01f464e0362d;994525.5454000011;6268869.0249999985;6.638787237697591;43.457833441704885;43.4578334417, 6.6387872377
87755496;Puget-sur-Argens;N;N;930000;1;153+087;Puget-sur-Argens;Var;30000006166;d9cbd000-6667-11e3-89ff-01f464e0362d;998065.2377000004;6268616.326000001;6.682310735754284;43.45408664909894;43.4540866491, 6.68231073575
87755611;La Crau;N;O;942000;1;3+150;La Crau;Var;30000004642;c0a6a4c8-f312-11e3-90ff-015864e0362d;949762.9575999975;6232145.2685;6.0687431005803525;43.14487223857758;43.1448722386, 6.06874310058
87755629;Hyères;O;O;942000;1;9+922;Hyères;Var;30000004475;d9d3752e-6667-11e3-89ff-01f464e0362d;954427.9465000033;6228306.360399999;6.124135584381192;43.108725091185484;43.1087250912, 6.12413558438
87755710;Ste-Anastasie-Garage;N;N;947000;1;9+297;Ste-Anastasie-sur-Issole;Var;30000070003;e54dc5b8-6667-11e3-a7ff-01f464e0362d;953985.815899998;6254258.668400001;6.131342915699685;43.34214383567511;43.3421438357, 6.1313429157
87755835;La Motte-Ste-Rosseline;O;N;943000;1;4+557;La Motte;Var;30000004717;d9d53d72-6667-11e3-89ff-01f464e0362d;984392.6749000028;6270948.768599998;6.514909433623959;43.48065342240392;43.4806534224, 6.51490943362
87756304;Villeneuve-Loubet-Plage;N;O;930000;1;209+230;Villeneuve-Loubet;Alpes-Maritimes;30000007251;e19e38b8-19bf-11e5-a6ff-01fc64e0362d;1033600.0508000031;6289902.893300001;7.1343088927484715;43.6295556593794;43.6295556594, 7.13430889275
87756312;Hippodrome-de-la-Côte-d'Azur;N;N;930000;1;211+647;Cagnes-sur-Mer;Alpes-Maritimes;30000004451;e173bd56-19bf-11e5-a6ff-01fc64e0362d;1034074.5746999979;6292141.961100001;7.141633012558711;43.64945121874678;43.6494512187, 7.14163301256
87756320;Cagnes-sur-Mer;N;O;930000;1;212+713;Cagnes-sur-Mer;Alpes-Maritimes;30000003451;d9b5ff5c-6667-11e3-89ff-01f464e0362d;1034566.8827000037;6293081.705899999;7.148336597291083;43.65766293778494;43.6576629378, 7.14833659729
87756379;Beaulieu-sur-Mer;N;O;930000;1;230+723;Beaulieu-sur-Mer;Alpes-Maritimes;30000003130;e006355a-19bf-11e5-82ff-01fc64e0362d;1049050.9494000003;6299316.701699998;7.331810867434681;43.7066904700034;43.70669047, 7.33181086743
87756775;Drap-Cantaron;N;O;945000;1;9+025;La Trinité;Alpes-Maritimes;30000004005;e1299ca8-19bf-11e5-a6ff-01fc64e0362d;1047530.8332000002;6305153.241099998;7.316939479711958;43.75988022243699;43.7598802224, 7.31693947971
87756817;Touët-de-l'Escarène;N;O;945000;1;24+934;Touët-de-l'Escarène;Alpes-Maritimes;30000007001;d9e4c70a-6667-11e3-89ff-01f464e0362d;1050834.2324;6315034.9615;7.3646684919829;43.84703661020427;43.8470366102, 7.36466849198
87756833;Breil-sur-Roya;N;O;945000;1;44+086;Breil-sur-Roya;Alpes-Maritimes;30000003369;e0005524-19bf-11e5-82ff-01fc64e0362d;1062252.1054999977;6326240.5265999995;7.514373727256736;43.94194602172789;43.9419460217, 7.51437372726
87756874;La Brigue;N;O;946000;1;54+484;La Brigue;Alpes-Maritimes;30000004605;29754304-dfbc-11e3-a2ff-01a464e0362d;1068578.0540999994;6340026.160700001;7.603034286339613;44.06252385171183;44.0625238517, 7.60303428634
87756882;Tende;N;O;946000;1;50+443;Tende;Alpes-Maritimes;30000006942;d9bb586e-6667-11e3-89ff-01f464e0362d;1067704.3959000036;6343020.851500001;7.594321708601798;44.08988893464372;44.0898889346, 7.5943217086
87756908;Vintimille;O;N;930000;1;259+246;Vintimille;Étranger;30000009433;e165fdae-19bf-11e5-a6ff-01fc64e0362d;1070695.057099998;6310225.3807;7.607720022172546;43.79367650620262;43.7936765062, 7.60772002217
87757518;Fréjus-St-Raphaël;N;O;930000;1;159+850;Fréjus;Var;30000009434;e1ac8a54-19bf-11e5-a6ff-01fc64e0362d;1004109.5279000029;6266081.568100002;6.755382514698113;43.42874760189683;43.4287476019, 6.7553825147
87757526;St-Raphaël-Valescure;N;O;930000;1;161+091;St-Raphaël;Var;30000006657;e15f727e-19bf-11e5-a6ff-01fc64e0362d;1005228.6429999992;6265603.4679000005;6.7688996977811655;43.423971731399625;43.4239717314, 6.76889969778
87757591;Mandelieu-la-Napoule;N;O;930000;1;185+499;Mandelieu-la-Napoule;Alpes-Maritimes;30000005336;e0271ab0-19bf-11e5-82ff-01fc64e0362d;1018640.9622000009;6277382.6543000005;6.941497655888684;43.52393183445404;43.5239318344, 6.94149765589
87757641;Golfe-Juan-Vallauris;N;O;930000;1;199+169;Vallauris;Alpes-Maritimes;30000004325;e16442ec-19bf-11e5-a6ff-01fc64e0362d;1029012.8608999997;6282586.865600001;7.072888905264846;43.56596165338044;43.5659616534, 7.07288890526
87757674;Antibes;O;O;930000;1;204+151;Antibes;Alpes-Maritimes;30000002906;d996574e-6667-11e3-89ff-01f464e0362d;1032637.1287999973;6284992.5286;7.119225384209233;43.585886664132175;43.5858866641, 7.11922538421
87758029;Nanterre-Préfecture;N;N;975900;1;9+875;;;30000164624;e012c298-19bf-11e5-82ff-01fc64e0362d;642365.878399998;6867066.843699999;2.213829742518429;48.90102234617535;48.9010223462, 2.21382974252
87758607;Chatelet-les-Halles;N;N;981000;2;2+447;;;30000105126;d989b6fe-6667-11e3-89ff-01f464e0362d;652170.2757000029;6862392.9705;2.3480883105155383;48.85979474591461;48.8597947459, 2.34808831052
87759316;St-Joseph-Le Castellas;N;O;905000;2;437+500;Marseille-15;Bouches-du-Rhône;30000116140;e1834cf6-19bf-11e5-a6ff-01fc64e0362d;892822.9329999983;6253215.189300001;5.377418001161576;43.35195151495694;43.3519515149, 5.37741800116
87761007;Valence;N;O;908000;1;0+000;;;30000007083;295ffd64-dfbc-11e3-a2ff-01a464e0362d;849519.7453999966;6428344.126600001;4.8955632126351265;44.93814822113928;44.9381482211, 4.89556321264
87761205;Portes;O;N;830000;1;622+550;Portes-lès-Valence;Drôme;30000006133;e1508f62-19bf-11e5-a6ff-01fc64e0362d;847993.0885000005;6421796.028000001;4.874246002845219;44.87953725685093;44.8795372568, 4.87424600285
87761239;L'Isle-d'Abeau;N;O;905000;1;36+321;St-Alban-de-Roche;Isère;30000009355;e02c5bb4-19bf-11e5-82ff-01fc64e0362d;873046.9395999983;6503274.5636;5.22039374211716;45.60709467933658;45.6070946793, 5.22039374212
87761361;La Côte-St-André-le-Rival;N;N;907000;1;37+038;La Côte-St-André;Isère;30000009358;e53f37b4-6667-11e3-a7ff-01f464e0362d;877445.6767000034;6474998.327100001;5.266393152481507;45.35145499060232;45.3514549906, 5.26639315248
87761403;Peyraud;N;N;800000;1;574+602;Peyraud;Ardèche;30000009361;d9cf67d6-6667-11e3-89ff-01f464e0362d;840528.6124000028;6467736.9177;4.79295454900165;45.29463515618294;45.2946351562, 4.792954549
87761460;Tournon;N;N;800000;1;602+608;Tournon-sur-Rhône;Ardèche;30000007017;d9cb6f52-6667-11e3-89ff-01f464e0362d;844383.0905999988;6442057.493999999;4.834504500398045;45.062677726663935;45.0626777266, 4.8345045004
87761486;Mauves (Ardèche);N;N;800000;1;606+100;Mauves;Ardèche;30000009365;d9932ee8-6667-11e3-89ff-01f464e0362d;843939.2277999967;6438684.425500002;4.827874963517359;45.0324079209496;45.0324079209, 4.82787496352
87761585;Boulieu-lès-Annonay;N;N;797000;1;61+638;Estivareilles;Loire;30000072664;e547eb92-6667-11e3-a7ff-01f464e0362d;;;;;
87761601;St-Marcel-lès-Valence;N;N;908000;1;7+508;St-Marcel-lès-Valence;Drôme;30000006566;e53dc350-6667-11e3-a7ff-01f464e0362d;854050.5146000013;6432246.255100001;4.954203811824479;44.972276778929235;44.9722767789, 4.95420381182
87761676;St-Lattier;N;N;908000;1;31+950;St-Lattier;Isère;30000081577;e546e930-6667-11e3-a7ff-01f464e0362d;872586.1284999996;6445414.2392;5.193862452272581;45.086415062871794;45.0864150629, 5.19386245227
87761684;St-Hilaire-St-Nazaire;N;O;908000;1;36+407;St-Hilaire-du-Rosier;Isère;30000006498;e1596b7a-19bf-11e5-a6ff-01fc64e0362d;876568.2299000025;6443871.6521000005;5.243897687873892;45.07152379259458;45.0715237926, 5.24389768787
87761718;St-Marcellin;N;O;908000;1;48+005;St-Marcellin;Isère;30000006567;292b61e4-dfbc-11e3-a2ff-01a464e0362d;882588.3918000013;6452854.236900002;5.323719250144489;45.15080169096363;45.1508016909, 5.32371925014
87761783;Crest;N;O;912000;1;17+035;Crest;Drôme;30000003882;29d650a0-dfbc-11e3-a2ff-01a464e0362d;859574.3636000007;6405503.653900001;5.01558883215303;44.73033017773909;44.7303301777, 5.01558883215
87761791;Aouste-sur-Sye;N;N;912000;1;21+280;Aouste-sur-Sye;Drôme;30000009371;29792078-dfbc-11e3-a2ff-01a464e0362d;863096.7228000015;6403347.984200001;5.059349944845612;44.71011111215329;44.7101111121, 5.05934994485
87761809;Piegros-La Clastre;N;N;912000;1;23+783;Piégros-la-Clastre;Drôme;30000009372;e54821bc-6667-11e3-a7ff-01f464e0362d;865473.7534999996;6402973.1149;5.089224544165675;44.70617526370948;44.7061752637, 5.08922454417
87761841;Die;N;O;912000;1;53+849;Die;Drôme;30000003944;297d1dbe-dfbc-11e3-a2ff-01a464e0362d;886944.8924999982;6409379.1658000015;5.362579975522965;44.75837755770769;44.7583775577, 5.36257997552
87761932;Belgodere;N;N;996000;1;82+804;Occhiatana;Haute-Corse;30000085517;d9c81164-6667-11e3-89ff-01f464e0362d;1193106.7551999986;6183486.9914;9.004495673614288;42.58229436050304;42.5822943605, 9.00449567361
87761973;Caldaniccia;N;N;995000;1;148+947;Sarrola-Carcopino;Corse-du-Sud;30000085510;29b31642-dfbc-11e3-a2ff-01a464e0362d;1182453.507299997;6112117.786899999;8.811407599502788;41.94984752824072;41.9498475282, 8.8114075995
87761999;Carbuccia;N;N;995000;1;136+004;Carbuccia;Corse-du-Sud;30000085508;293daaa6-dfbc-11e3-a2ff-01a464e0362d;1189961.0358999968;6120996.387899999;8.909494439278511;42.02439447925626;42.0243944792, 8.90949443928
87762039;Furiani;N;N;995000;1;5+832;Furiani;Haute-Corse;30000085467;e0268b0c-19bf-11e5-82ff-01fc64e0362d;1228294.9255999997;6193716.769499999;9.441283658249736;42.649072486453974;42.6490724864, 9.44128365825
87762062;Novella;N;N;996000;1;65+347;Novella;Haute-Corse;30000085514;d9e1fb42-6667-11e3-89ff-01f464e0362d;1201809.9233999997;6183999.365800001;9.110535938632365;42.580890740026895;42.58089074, 9.11053593863
87762070;Omessa;N;N;995000;1;61+052;Omessa;Haute-Corse;30000085497;d948e3aa-6667-11e3-89ff-01f464e0362d;1209982.5643000007;6162251.495200001;9.188935164222789;42.380274227511315;42.3802742275, 9.18893516422
87762112;Ponte-Leccia;N;N;995000;1;46+730;Morosaglia;Haute-Corse;30000085495;e1414140-19bf-11e5-a6ff-01fc64e0362d;1210438.902900003;6172231.158599999;9.203946176994581;42.46937953786214;42.4693795378, 9.20394617699
87762138;San-Gavino;N;N;996000;1;79+855;Belgodère;Haute-Corse;30000085516;d9ccca1e-6667-11e3-89ff-01f464e0362d;1194172.817599997;6185301.8445000015;9.01910812267725;42.59783376749847;42.5978337675, 9.01910812268
87762245;Tennis-Club;N;N;996000;1;118+300;Calvi;Haute-Corse;30000085466;d94c0da4-6667-11e3-89ff-01f464e0362d;1174033.0366000012;6179078.811000001;8.769165431261255;42.55554708287311;42.5555470828, 8.76916543126
87762252;Club Med Cocody;N;N;996000;1;109+800;Lumio;Haute-Corse;30000085523;d98ede10-6667-11e3-89ff-01f464e0362d;1178340.3100000024;6184120.568;8.825916577767313;42.597909601549404;42.5979096015, 8.82591657777
87762336;Montesoro;N;N;995000;1;3+600;Bastia;Haute-Corse;30000085474;d9b759ca-6667-11e3-89ff-01f464e0362d;1228334.3728;6195832.019499999;9.443862489887888;42.66799780712743;42.6679978071, 9.44386248989
87762906;Lyon-St-Exupéry-TGV;N;O;752000;1;409+715;Colombier-Saugnieu;Rhône;30000006769;d96b1508-6667-11e3-89ff-01f464e0362d;861454.4240000024;6515606.056299999;5.075877861112024;45.72093606755898;45.7209360675, 5.07587786111
87763342;La Freissinouse;N;N;915000;1;256+308;La Roche-des-Arnauds;Hautes-Alpes;30000004671;c0f9d654-f312-11e3-90ff-015864e0362d;938255.0954999998;6387300.978599999;5.999876348945518;44.54404486798452;44.544044868, 5.99987634895
87763417;La Bâtie-Neuve-Le Laus;N;N;915000;1;275+640;La Bâtie-Neuve;Hautes-Alpes;30000004588;d94e1bd0-6667-11e3-89ff-01f464e0362d;953531.4108000025;6390232.120700002;6.1935093707201;44.56501990598734;44.565019906, 6.19350937072
87763425;Chorges;O;O;915000;1;282+455;Chorges;Hautes-Alpes;30000003717;296957f4-dfbc-11e3-a2ff-01a464e0362d;959830.0381999984;6388345.2597;6.271773650688589;44.545727228563074;44.5457272285, 6.27177365069
87763466;Embrun;N;O;915000;2;304+491;Embrun;Hautes-Alpes;30000004037;e133e9d6-19bf-11e5-a6ff-01fc64e0362d;977534.6106999964;6391441.5823;6.496152519028345;44.566747569484306;44.5667475695, 6.49615251903
87763482;Châteauroux (Hautes-Alpes);N;N;915000;2;310+334;Châteauroux-les-Alpes;Hautes-Alpes;30000009568;e18aa35c-19bf-11e5-a6ff-01fc64e0362d;980020.0868000016;6396320.678100001;6.530166998303063;44.609632901741485;44.6096329017, 6.5301669983
87763524;St-Crépin;N;N;915000;2;325+030;St-Crépin;Hautes-Alpes;30000006414;e55376c4-6667-11e3-a7ff-01f464e0362d;985364.0892999992;6407344.9602999985;6.6037840789067745;44.70660773862725;44.7066077386, 6.60378407891
87763722;Serres;N;O;905000;1;256+124;Serres;Hautes-Alpes;30000006832;d9b3158c-6667-11e3-89ff-01f464e0362d;916365.7317999974;6373180.456300002;5.71837772479829;44.42414709266119;44.4241470926, 5.7183777248
87764282;Châteauneuf-du-Rhône;N;N;830000;1;670+366;Châteauneuf-du-Rhône;Drôme;30000081579;e548b954-6667-11e3-a7ff-01f464e0362d;835809.2805000022;6377494.0482;4.707862708677294;44.48328586511455;44.4832858651, 4.70786270868
87764340;La Palud;N;N;830000;1;690+989;Lapalud;Vaucluse;30000009445;e5536434-6667-11e3-a7ff-01f464e0362d;835563.8816;6357234.743099999;4.699295789765961;44.30100728890512;44.3010072889, 4.69929578977
